"Plot","NORTHING","EASTING","Dist_year","Dist_hist","Yrs_P_Dist","NEAR_FID","NEAR_DIST","dem","tpi200","tpi1000","dc","dac","hli","rugg","crv","d2w","wind","windExp","northness","eastness","Part_incomplete","ST.parent","ST","VT","FG","texture","bedrock","stones","humus_thick","MR","NR","drainage","micro_relief","MottDepth","GleyDepth","CoarseFrags","CarbonTonnesPerHa","CarbonTotalKg","O_dep","AhTOT","AhTOTupl"
924,5075110,696250,NA,"no",0,924,130.245921241,118.304664611816,6.98249626159668,8.19684028625488,22439.74609375,15721.876953125,0.689445197582245,1.75639092922211,-8.80000006873161e-05,1195,33452.59765625,3,-0.550582364618909,0.834780845354427,"no",2,"2L","TH2a","TH",2,0,0.5,12,3.5,3,3.5,6,30,200,40,5.07,202.72,0,0,0
925,5074980,696242,NA,"no",0,923,130.245921241,108.462738037109,-0.597688674926758,-0.55552864074707,22012.515625,15643.802734375,0.730775535106659,4.14553070068359,-0.000754999986384064,611,33417.25,3,-0.762392108127884,0.647115347881907,"no",3,"3","SP10","SH",3,0,2,0,5,2,5,2,15,200,0,NA,NA,0,0,0
926,5075694,695484,2008,"yes",12,922,911.765320683,131.293395996094,2.31470108032227,11.8782215118408,23719.76953125,16683.220703125,0.695776641368866,0.75381600856781,0.000823999987915158,327,35247.984375,3,-0.998511483200839,0.0545418913869017,"no",2,"2","SH8","SH",3,0,2,0,3,2.5,3,4,200,200,NA,0.41,16.4,0,NA,NA
927,5076148,683611,2008,"yes",12,927,71.3442359269,160.103225708008,1.49704742431641,5.61481857299805,10338.814453125,20885.361328125,0.693264126777649,0.543623805046082,0.000707000028342009,33,34175.7109375,2,-0.968405975589492,0.24937896150751,"no",16,"16","SP7","SP",3,0,0.5,10,4.5,2,5.5,2,5,200,90,1.64,65.6,0,0,0
928,5076209,683574,2008,"yes",12,926,71.3442359269,161.445617675781,0.935382843017578,6.38726425170898,10223.8486328125,20948.189453125,0.699665129184723,0.876453638076782,0.000829999975394458,99,34135.328125,2,-0.925020306502272,0.379917665499307,"yes",16,"16L","SH6","SH",2,0,2,NA,3.5,2,5,2,45,200,NA,2.97,118.9,0,NA,NA
929,5075397,684412,2008,"yes",12,859,175.148508415,167.384689331055,6.72832489013672,24.8573303222656,12152.068359375,20097.72265625,0.703371584415436,1.53476858139038,0.0045460001565516,639,33230.62109375,1.35429334640503,-0.937892057509785,-0.346927209166507,"no",2,"2L","TH7","TH",2,6,2,10,3,2.5,4,4,38,200,75,7.27,290.73,0,0,0
930,5079928,693114,NA,"no",0,930,905.981236009,129.665374755859,2.46284103393555,22.1473598480225,18644.701171875,21319.21484375,0.685377061367035,1.22301948070526,0.000925000000279397,239,34876.49609375,2.11717677116394,0.838285115603473,-0.545232120254917,"no",2,"2C","OW2","OW",4,0,0,8,4,1,4,1,30,200,100,0.41,16.4,0,0,0
931,5079159,692635,2011,"yes",9,929,905.981236009,99.9395904541016,1.68313407897949,11.6410846710205,18657.248046875,21125.189453125,0.722425818443298,1.55306923389435,-0.00311199994757771,164,34469.515625,3,-0.983072762852754,-0.183215564123391,"no",2,"2L","SH6","SH",2,0,0.5,9,3.5,2.5,4,4,40,200,24,8.4,336.19,0,0,0
932,5075581,687284,NA,"no",0,859,2706.52045993,108.971244812012,0.53675651550293,2.83945083618164,17202.197265625,20054.306640625,0.637344598770142,9.88433837890625,0.00954900030046701,305,33470.65625,3,-0.41541188577663,0.909633423503943,"no",2,"2","TH1","TH",3,0,2,3,3,3.5,3,4,200,200,90,1.84,73.8,0,0,0
933,5083899,414896,NA,"no",0,933,74.6324326282,10.6616926193237,-0.691556215286255,-3.33517098426819,9015.3955078125,145183.609375,0.679294466972351,0.148155704140663,0.000554000027477741,24,25323.65234375,3,0.624745019870621,0.780828828967564,"no",14,"14","WM5","WD",0,0,0,60,7,3,7,1,0,0,NA,7.34,293.73,60,NA,NA
934,5083856,414957,NA,"no",0,932,74.6324326282,10.6116743087769,-1.05293965339661,-3.42816734313965,9097.2001953125,145125.515625,0.680459558963776,0.114821560680866,0.000224999996135011,7,25330.443359375,3,0.990455961651279,-0.13782956152234,"yes",4,"4","WD3","WD",3,0,0,29,7,3.5,7,1,0,0,NA,9.72,388.76,29,0,0
935,5085306,420699,NA,"no",0,1050,3414.9696924,15.9060945510864,3.59358334541321,0.645480155944824,9515.5966796875,144341.34375,0.677113473415375,0.643411576747894,0.000570999982301146,260,25374.7734375,3,-0.259294267625668,0.965798365486538,"no",2,"2L","TH3","TH",2,0,0.5,2,3.5,3.5,4,6,32,200,29,NA,NA,0,3,3
936,5032264,437566,2014,"yes",6,156,1927.72326852,62.4459991455078,2.38834285736084,-2.88616180419922,6616.17919921875,88977.2578125,0.721817553043365,2.00465846061707,-0.000288999988697469,742,25594.623046875,3,-0.910924925190364,0.412572152073949,"no",2,"2L","MW1","MW",2,0,0,8,3.5,3,4,6,44,200,14,26.85,1074.17,0,0,0
937,5028753,443120,2004,"yes",16,262,933.514863299,19.3318328857422,0.406710147857666,-1.7157416343689,1691.15551757812,83842.2109375,0.683488607406616,0.438392996788025,0.00106999999843538,112,29556.55078125,3,-0.971623952667957,0.236530959077023,"no",2,"2C","SP7","SP",4,0,0,14,2,1,2,2,200,200,70,0.82,32.8,0,0,0
938,5051619,529571,NA,"no",0,938,167.451485511,58.3594779968262,0.417268753051758,-1.12374973297119,4338.06396484375,76743.296875,0.678430080413818,2.07465028762817,0.0014639999717474,270,29732.568359375,3,0.919759170451621,-0.392483207755625,"no",3,"3L","MW3","MW",2,0,0,8,3.5,3.5,5,4,9,200,3,NA,NA,0,0,0
939,5051765,529489,NA,"no",0,937,167.451485511,46.3357238769531,0.125612258911133,-6.99909019470215,3605.9501953125,76900.421875,0.690147638320923,1.70553970336914,8.70000003487803e-05,128,29725.103515625,3,0.820493407823683,-0.571655987214233,"no",12,"12","MW3","MW",1,0,0,8,5.5,3.5,5.5,2,15,9,14,8.82,352.77,0,9,9
940,5055839,530278,2008,"yes",12,940,83.5224520713,42.1547584533691,8.76882362365723,15.0090236663818,5006.57421875,79439.3984375,0.740352511405945,2.29270339012146,0.00307000009343028,976,33329.03515625,2.78644275665283,-0.352666753677401,-0.93574898388972,"no",2,"2","SH5","SH",3,0,0.5,0,3,2,3,2,200,200,0,3.87,154.98,0,0,0
941,5055759,530254,2008,"yes",12,939,83.5224520713,31.6171474456787,0.664574146270752,4.06902885437012,4815.8994140625,79391.359375,0.795696258544922,5.3365478515625,-0.00696500018239021,219,33489.484375,3,-0.719553254880429,-0.694437263826604,"no",2,"2C","SH3","SH",4,0,2,8,3,2.5,3,2,200,200,11,7.17,286.99,0,0,0
942,5055623,530314,NA,"no",0,942,67.5351760196,19.958532333374,-3.9185152053833,-7.34554386138916,4638.40966796875,79245.828125,0.673096001148224,1.20976340770721,-0.000216000000364147,126,33383.19921875,3,-0.238335136117004,0.971182970861871,"no",10,"10","WM1","WM",2,0,0,8,7,4,6,1,7,7,6,18.03,721.21,0,7,7
943,5055683,530345,NA,"no",0,941,67.5351760196,22.3953895568848,-3.21559715270996,-4.598388671875,4610.55517578125,79272.1171875,0.809417068958282,6.01957416534424,-0.00968299992382526,387,33632.29296875,3,-0.990505597496239,0.137472402061716,"no",2,"2","IH6","IH",3,0,2,9,3,2,3,2,200,200,NA,4.43,177.12,0,NA,NA
944,5010302,574504,NA,"no",0,944,262.225094146,15.60364818573,-13.2612085342407,-65.4344940185547,20869,16656.130859375,0.663678586483002,0.589880168437958,0.00103899999521673,30,29506.650390625,4.88282299041748,0.736572997539397,0.676358055541462,"no",8,"8C","FP3","FP",4,0,0,2,3,3.5,3,1,200,200,0,5.02,200.89,0,8,8
945,5010343,574245,NA,"no",0,943,262.225094146,15.2896413803101,-5.00066471099854,-65.7678375244141,20938.6171875,16805.259765625,0.66019469499588,0.804716825485229,0.00308799999766052,171,28378.759765625,5,0.567435037394053,0.823418167359459,"no",8,"8","MW2","MW",2,0,0,2,3,3.5,3,1,200,200,0,14.66,586.28,0,6,6
946,5012246,569484,NA,"no",0,946,146.65946952,53.5581741333008,6.60899353027344,18.2853889465332,29131.337890625,20901.5546875,0.853094279766083,7.90523958206177,0.00709899980574846,1637,30750.57421875,3,-0.600160712406322,-0.799879440468335,"yes",2,"2L","SH1","SH",2,0,0.5,NA,3,3,4,4,200,200,NA,2.25,90.2,0,NA,NA
947,5012356,569581,NA,"no",0,945,146.65946952,57.4648742675781,12.4424085617065,23.4242687225342,28977.0859375,20933.275390625,0.564375817775726,3.89930462837219,0.00022000000171829,3265,30651.986328125,2.43214964866638,0.596306309546762,0.802756990125107,"no",2,"2","TH2","TH",3,0,0.5,2,3,3.5,3,6,200,200,0,16.95,677.85,0,0,0
948,5012084,569410,NA,"no",0,945,178.101094887,34.5974235534668,-2.88703155517578,-6.74197578430176,28353.634765625,20804.67578125,0.680627822875977,1.73333203792572,0.000284999987343326,165,31186.734375,3,-0.419050533455069,0.907962912464503,"yes",3,"3","SH1","SH",3,0,0.5,NA,5,3,5,4,15,200,0,15.58,623.18,0,0,0
949,5016734,558897,NA,"no",0,949,89.5879456177,114.815803527832,5.54194641113281,16.0333232879639,45703.3046875,31290.48828125,0.805383265018463,4.83170938491821,0.00419199978932738,1317,29119.283203125,3,-0.238607735044215,-0.971116032602217,"no",1,"1","SP4","SP",4,0,9,8,2.5,1.5,2.5,2,200,200,0,11.07,442.79,0,0,0
950,5016809,558946,NA,"no",0,948,89.5879456177,121.514739990234,11.0828647613525,20.8693885803223,45950.7109375,31309.16015625,0.750967621803284,3.44198989868164,-0.000188999998499639,1688,28961.2890625,3,0.34670764676683,-0.937973244646886,"no",2,"2C","IH6","IH",4,6,9,7,2.5,1.5,2.5,4,200,200,0,11.05,442.06,0,0,0
951,5056047,530683,2019,"yes",1,951,114.612390255,27.55002784729,1.61916875839233,2.8695273399353,3918.669921875,79335.6171875,0.69234037399292,0.846799075603485,3.0999999580672e-05,196,33548.375,3,-0.835180555563538,0.549975853659576,"no",1,"1","SP7","SP",4,0,0.5,4,2,1.5,2.5,1,200,200,20,6.87,274.69,0,0,0
952,5055991,530583,NA,"no",0,950,114.612390255,24.7958278656006,-1.27349472045898,-0.294574737548828,4029.6982421875,79353.9765625,0.67998743057251,0.0447121746838093,-8.70000003487803e-05,17,33507.55078125,3,0.62274382110473,0.782425800492212,"no",14,"14","WC2","WC",0,0,0,48,7,1,7,1,0,0,NA,1.64,65.6,48,NA,NA
953,5052674,530138,2009,"yes",11,999,920.567759592,44.6103439331055,-0.682453155517578,1.63392162322998,4273.01416015625,77142.5859375,0.726083099842072,2.09411764144897,-0.00572199979797006,28,31358.015625,3,-0.999259930236756,-0.0384654627326049,"no",2,"2C","OW2","OW",4,0,0.5,7,1.5,1.5,2.5,2,200,200,39,NA,NA,0,0,0
954,5057847,530446,NA,"no",0,950,1815.53545821,5.22641611099243,-2.0491054058075,-8.40830707550049,1170.43701171875,80874.96875,0.612394750118256,3.32588410377502,-0.000610999995842576,389,34938.5546875,3,0.208774764785936,0.977963750651617,"no",3,"3","IH6b","IH",3,0,0.5,10,5,2.5,5,4,13,200,0,1.6,64.14,0,0,0
955,5060188,462065,NA,"no",0,955,53.600373133,52.9124145507812,-4.09098529815674,-4.57461929321289,14272.015625,105944.1171875,0.618550062179565,2.50964164733887,-0.00183199997991323,167,26921.623046875,3,0.924768524128511,0.380530125983706,"no",6,"6C","SP5","SP",2,0,0,9,5,3,5,2,7,200,25,7.28,291.09,0,0,0
956,5060135,462057,NA,"no",0,954,53.600373133,58.4261016845703,0.066523551940918,1.29309272766113,14521.0703125,105888.265625,0.630971491336823,2.09927845001221,-0.00170799996703863,728,26797.55859375,3,0.933923197546039,0.357473720831869,"no",6,"6C","IH5","IH",2,0,0.5,7,4.5,3,4.5,2,15,200,0,3.92,156.71,0,0,0
957,5061119,461674,NA,"no",0,966,155.080624193,55.615177154541,-1.72298812866211,-2.44936370849609,14317.716796875,106940.6015625,0.661693096160889,1.15873169898987,-0.00138100003823638,39,26752.23828125,3,0.986330492333028,0.164779124570092,"no",10,"10","WD1","WD",2,0,0,7,6.5,4,6.5,1,6,18,20,21.81,872.55,0,6,6
958,5061017,461339,NA,"no",0,967,139.053946366,57.7020835876465,2.05405616760254,2.97948741912842,14823.03515625,106923.703125,0.679613530635834,0.354508996009827,0.000148999999510124,419,26896.427734375,3,0.957216045044907,-0.289374226752465,"no",6,"6","WC1","WC",1,0,0,12,6,2,5.5,1,15,200,0,3.69,147.6,0,0,0
959,4896774,351998,NA,"no",0,959,49.7393204618,76.8103332519531,-1.3266773223877,-9.28841018676758,25086.865234375,19783.90625,0.64583146572113,2.10520434379578,-0.00359200011007488,83,29150.146484375,3,0.994629718035466,0.103497458909334,"no",2,"2","SH1","SH",3,6,2,12,3,3,3.5,4,200,200,0,18.85,754.01,0,0,0
960,4896817,352023,NA,"no",0,958,49.7393204618,75.8765716552734,-1.13730430603027,-9.26715278625488,25031.09765625,19779.291015625,0.671930015087128,0.428045630455017,0.000500000023748726,18,29187.853515625,3,0.327094811685626,0.944991525977003,"no",4,"4","WM2","WM",3,6,28,8,7,4,7,1,15,15,0,16.6,664.18,0,0,0
961,4902774,346751,NA,"no",0,971,126.763559433,86.4582366943359,0.447090148925781,0.938934326171875,34971.328125,27313.0546875,0.696443855762482,1.82554018497467,-0.000752000021748245,140,29417.978515625,3,-0.664432779173284,0.747348032686288,"no",2,"2LB","SP4","SP",3,6,28,8,4,2,4,2,200,200,0,0.41,16.4,0,0,0
962,4864800,340443,NA,"no",0,963,241,69.0632476806641,-1.23835182189941,-3.37341499328613,9060.3486328125,6222.0078125,0.685018122196198,0.25608617067337,-0.000151000000187196,21,33282.6796875,3,-0.846587056919523,0.532250274829746,"no",14,"14","WC7a","WC",0,0,0,40,7,1.5,7,1,0,0,NA,0.82,32.8,40,NA,NA
963,4864527,340546,NA,"no",0,961,291.784166808,66.4284591674805,-0.781108856201172,-3.99624061584473,8749.703125,5941.37548828125,0.679942965507507,0.0737369060516357,-4.30000000051223e-05,1.45519152283669e-11,32752.07421875,3,0.419175421850285,0.907905262522823,"no",14,"14","WC2a","WC",0,0,0,60,7,1.5,7,1,0,0,NA,2.97,118.9,60,NA,NA
964,4864800,340202,NA,"no",0,961,241,68.8675537109375,-0.774188995361328,-1.53295135498047,9084.853515625,6257.03564453125,0.695586025714874,0.560957670211792,-9.89999971352518e-05,39,32664.248046875,3,-0.988701501320884,0.14989776944915,"no",4,"4","WM3a","WM",3,0,2,12,7,3,7,1,0,0,0,2.05,82,12,0,0
965,4862031,341920,2012,"yes",8,888,1578.60951473,57.6108703613281,1.01287651062012,-6.75616836547852,5459.642578125,3161.84106445312,0.678441286087036,3.24175524711609,0.0100859999656677,89,32834.21875,3,-0.384514599481856,0.923118910425579,"no",15,"15B","SH4","SH",3,17,9,16,2,2,2,2,200,200,41,7.07,282.89,0,0,0
966,4860361,341605,NA,"no",0,964,1699.44843994,59.1173400878906,3.3582763671875,20.8670501708984,3404.77954101562,1756.44177246094,0.734533429145813,2.85771775245667,-0.00246499991044402,1179,34770.07421875,2.21355724334717,-0.930984512300105,0.365058677279881,"yes",2,"2B","IH2a","IH",3,17,9,6,3,2,3,2,200,200,NA,2,80.18,0,NA,NA
967,5061022,461553,NA,"no",0,967,143.836712977,56.4021224975586,-0.241543769836426,-0.566226005554199,14532.8955078125,106872.59375,0.688098549842834,1.38122510910034,-0.000146999998833053,144,27011.29296875,3,0.828051614982122,-0.560651873202525,"no",2,"2","IH4","IH",3,0,0,11,3.5,3,4.5,6,27,200,20,4.14,165.45,0,0,0
968,5060927,461445,NA,"no",0,957,139.053946366,56.9504470825195,1.51314353942871,1.24128437042236,14771.083984375,106812.0234375,0.696785271167755,1.09934985637665,0.000824999995529652,272,26994.5703125,3,-0.792328087267931,0.610095240209545,"no",6,"6","SP5","SP",1,0,0,8,4.5,3,5,6,23,200,31,2.96,118.53,0,0,0
969,5054527,463190,2009,"yes",11,969,166.300932048,101.690216064453,0.195592880249023,5.2070198059082,21580.240234375,100178.609375,0.703681528568268,0.915012300014496,0.000767000019550323,141,29711.505859375,3,-0.991915470299327,0.126900353746018,"yes",2,"2L","SP7","SP",2,0,0,NA,3.5,2.5,4,4,200,200,NA,5.84,233.69,0,NA,NA
970,5054537,463356,2009,"yes",11,968,166.300932048,100.784111022949,1.17606163024902,5.05716896057129,21464.794921875,100149.671875,0.710114300251007,1.83549761772156,-0.00356899993494153,145,28644.4609375,3,0.509243215379757,-0.860622651101914,"no",2,"2","SH3","SH",3,0,0,9,3,2.5,3,4,200,200,36,13.53,541.18,0,0,0
971,4892979,353802,NA,"no",0,958,4201.95680606,94.9342498779297,-0.148092269897461,5.74631500244141,21943.712890625,16330.2744140625,0.712285101413727,1.17227506637573,-0.000967000029049814,176,33215.359375,3,-0.903471914574589,-0.428647290408941,"no",3,"3","SH3","SH",3,17,9,12,5,2.5,5,2,15,200,0,9.01,360.43,0,0,0
972,4902664,346688,NA,"no",0,960,126.763559433,86.8911590576172,-0.113508224487305,0.977848052978516,34915.41796875,27312.720703125,0.683396100997925,0.543782949447632,-0.00116099999286234,29,29554.361328125,3,0.815581783285653,-0.578641819066506,"yes",2,"2B","SP4b","SP",3,6,75,8,3,2,3,1,200,200,0,10.56,422.29,0,0,0
973,4911090,340719,NA,"no",0,973,227.178344038,77.205078125,-0.757608413696289,-2.37764739990234,47291.95703125,37045.609375,0.681779026985168,0.0747457519173622,0.000243999995291233,4,28298.75390625,3,-0.992053843048042,0.125814039334289,"no",14,"14","WD4","WD",0,0,0,40,7,3,7,1,0,0,NA,4.2,168.1,40,NA,NA
974,4911213,340910,2018,"yes",2,972,227.178344038,78.6960525512695,0.6583251953125,-1.06912612915039,47344.765625,36969.3125,0.671424329280853,0.390513509511948,-3.9999998989515e-05,125,28402.380859375,3,0.534111733553403,0.845413896313858,"yes",15,"15","OW2","OW",3,37,9,12,1,1,2,2,200,200,0,NA,NA,0,0,0
975,4910596,342036,NA,"no",0,973,1283.96456337,83.6894683837891,-2.49212455749512,6.27710723876953,46522.10546875,35711.953125,0.902519881725311,11.0990991592407,-0.00467999977990985,676,29819.33203125,3.35429334640503,-0.597423303486022,-0.801926054229346,"yes",2,"2","MW11","MW",3,0,28,3,3,3,3,1,200,200,0,1.6,64.14,0,0,0
976,5029966,560543,2009,"yes",11,977,340.906145442,165.265380859375,-0.114238739013672,6.99030303955078,48942.93359375,40629.984375,0.747780442237854,2.52408504486084,0.000777999986894429,122,27794.859375,3,-0.484535210369502,-0.874771758753209,"no",9,"9","TH4","TH",2,0,2,21,5,4.5,5,6,20,200,40,4.18,167.28,0,7,7
977,5030999,559725,2006,"yes",14,977,1100.43264219,142.802947998047,-4.67660903930664,-12.5479316711426,47590.7890625,41936.4375,0.686177849769592,0.324650794267654,0.000203999996301718,10,27177.412109375,3,-0.862478008261883,-0.506094541824563,"no",13,"13","WM4","WM",1,0,0,24,6.5,3.5,6,2,0,0,50,0.4,16.04,9,15,0
978,5030305,560579,NA,"no",0,975,340.906145442,179.569931030273,1.13230514526367,16.1272430419922,47994.88671875,40891.65625,0.725176393985748,1.7461097240448,0.000983000034466386,286,28476.384765625,2.64570665359497,-0.425456557441735,-0.904978849327335,"yes",8,"8","TH2","TH",2,0,2,NA,3,4,3,6,200,200,NA,NA,NA,0,NA,NA
979,5054447,463883,2008,"yes",12,969,534.629778445,98.5115051269531,4.38374328613281,5.11052513122559,21293.48046875,99935.9296875,0.712859272956848,1.35180342197418,0.000715999980457127,673,28206.68359375,3,-0.873531288387346,-0.486768002449158,"no",2,"2","MW8","MW",3,0,0,7,3,2.5,3,4,200,200,0,11.22,448.71,0,0,0
980,5055667,463874,NA,"no",0,980,1096.80490517,85.189094543457,-0.287670135498047,-5.84019660949707,19578.23828125,101120.34375,0.675873398780823,0.413473725318909,0.000182000003405847,91,30261.978515625,3,0.999818956227097,0.0190277368322771,"yes",6,"6","SP7","SP",1,0,0.5,17,5.5,2.5,5,2,0,200,0,9.94,397.69,0,0,0
981,5056097,462865,NA,"no",0,992,530.744759748,85.3157958984375,-0.262092590332031,-3.27344131469727,19721.654296875,101781.8046875,0.780802130699158,4.16947364807129,0.00337000004947186,615,28291.634765625,3,-0.83107272687154,-0.556163755246872,"no",2,"2","SH1","SH",3,0,0,4,3,2.5,3,4,200,200,0,3.73,149.05,0,0,0
982,5049356,653102,NA,"no",0,982,4353.12588837,14.7341814041138,1.6150164604187,1.18461418151855,1145.98400878906,516.387451171875,0.726716697216034,1.63513171672821,0.000464000011561438,318,43269.38671875,2,-0.901717031569619,-0.432326722488068,"no",6,"6","WC3","WC",1,0,0,18,5.5,2,5.5,1,0,200,2,4.2,168.1,0,0,0
983,5046824,649561,NA,"no",0,984,805.735688672,13.9720325469971,-5.27220058441162,-8.11267471313477,2364.64404296875,1268.57678222656,0.756940245628357,3.03609156608582,-0.000433000008342788,459,43614.04296875,2,-0.995581451908129,0.0939019308454363,"no",7,"7","WB1","WB",1,0,0,8,6,2,6,1,15,15,0,8.2,327.99,0,0,0
985,5047121,648812,NA,"no",0,982,805.735688672,18.629566192627,2.00033330917358,4.78115272521973,1081.30419921875,468.327972412109,0.646382689476013,2.65127563476562,6.50000001769513e-05,918,43542.68359375,2,0.998557358744095,-0.0536954495093931,"no",7,"7","WC7","WC",1,0,0,13,5.5,2.5,6,1,25,2,2,NA,NA,0,0,0
986,5061316,698980,NA,"no",0,986,429.23653153,26.7970314025879,8.01464080810547,13.4092826843262,5271.37646484375,3296.95703125,0.587047100067139,8.28952312469482,0.00237199990078807,1602,42914.390625,2,0.987135805216398,-0.159884026906297,"no",2,"2","TH1a","TH",3,0,0,9,3,3,3,4,200,200,0,8.28,331.36,0,0,0
987,5061578,699320,NA,"no",0,987,287.088836425,26.0234031677246,10.2572116851807,11.7153215408325,4872.24462890625,3235.03955078125,0.718805968761444,2.52999114990234,0.0084859998896718,1214,41216.90234375,2,0.369037676100191,-0.929414435878081,"no",2,"2","CB2","CB",3,0,0.5,8,3,3,3,4,200,200,0,12.09,483.79,0,0,0
988,5061780,699524,NA,"no",0,986,287.088836425,15.9329309463501,-0.774221181869507,0.474971532821655,5277.84521484375,3261.16748046875,0.626077055931091,5.55684661865234,-0.00311799999326468,919,39996.04296875,2,0.979851793016604,-0.199725971576425,"no",2,"2C","SP9","SP",4,0,2,6,2.5,2.5,3,2,200,200,75,0.82,32.8,0,0,0
989,5060188,701271,NA,"no",0,990,720.069441096,14.4755516052246,0.887257814407349,-3.42056059837341,1638.00939941406,1009.01568603516,0.697005271911621,3.07374954223633,-0.00185000000055879,443,40719.8125,2,-0.610320995850845,0.792154203437458,"no",2,"2","CB3","CB",3,0,0.5,11,3,2,3,2,200,200,0,NA,NA,0,0,0
990,5061580,701505,NA,"no",0,990,714.926569656,29.1180248260498,2.0789737701416,2.6871976852417,3905.51025390625,2327.44262695312,0.714961349964142,1.39446008205414,-0.00135399994906038,659,39889.1328125,2,-0.792421990274694,-0.609973269356202,"no",3,"3","CB3","CB",3,0,0.5,11,5,2.5,5,2,14,200,50,3.59,143.5,0,0,0
991,5060908,701261,NA,"no",0,989,714.926569656,22.0889835357666,1.49761533737183,-1.78630304336548,2702.82983398438,1701.32983398438,0.634399592876434,2.80535578727722,0.00418200017884374,0,41297.703125,2,0.981785762118294,0.189991361124131,"no",15,"15C","OW2","OW",4,0,0,14,2,1,2,1,200,200,0,NA,NA,0,0,0
992,5056220,462325,NA,"no",0,980,553.831201721,80.6145095825195,-2.05256080627441,-3.43136024475098,20000.16796875,102029.96875,0.728757262229919,2.38430285453796,-0.00361300003714859,138,28035.4921875,3,0.167202628698682,-0.985922553224263,"no",11,"11","SH1","SH",1,0,2,8,4,4,4,4,33,200,44,3.37,134.93,0,7,7
993,5056626,462908,NA,"no",0,993,291.770457723,87.3439331054688,0.561813354492188,2.4675464630127,18897.376953125,102286.5546875,0.672746777534485,1.0953871011734,0.000720000010915101,253,27956.716796875,3,0.980140542028033,-0.198304104528863,"no",12,"12","MW7","MW",1,0,0.5,14,5,3.5,5,4,7,200,6,31.71,1268.32,0,4,4
994,5056697,462625,NA,"no",0,992,291.770457723,80.8600616455078,-3.35257720947266,-1.70074462890625,19055.38671875,102422.0625,0.75302654504776,2.61141347885132,-1.20000004244503e-05,172,27490.607421875,3,-0.948370882065298,-0.317163475278426,"yes",13,"13","WD1","WD",1,0,0,NA,7,4,7,2,15,15,NA,16.75,670.19,0,NA,NA
1000,5051803,529840,NA,"no",0,937,325.90949664,56.424919128418,-0.0116682052612305,-3.40102291107178,4401.20849609375,76692.921875,0.664633393287659,1.96449267864227,0.000391000008676201,466,29865.037109375,3,0.980791099004832,-0.195061067650349,"no",12,"12","TH3","TH",1,0,0,11,5.5,3.5,5.5,4,7,23,4,0.9,36.08,0,0,0
1001,5052437,533185,2012,"yes",8,1001,2837.51475767,75.7744598388672,0.861963272094727,10.8645420074463,6425.34619140625,74964.171875,0.698760092258453,1.35270237922668,-0.0007259999983944,78,29948.8984375,3,0.557612386046805,-0.83010145580356,"no",8,"8","OF1","OF",2,0,0,0,3,3,3,1,200,200,0,0.82,32.8,0,0,0
1002,5051420,530536,NA,"no",0,999,794.42117293,96.1371383666992,1.93048286437988,20.7023944854736,6949.99560546875,75947.015625,0.684490561485291,1.63264083862305,0.000990999978967011,367,30674.73046875,3,0.86978228624281,-0.49343568429759,"no",8,"8","TH5","TH",2,0,0.5,4,3,3.5,3,4,200,200,0,0.9,36.08,0,3,3
1003,4947100,340210,NA,"no",0,1003,500.953091616,198.208267211914,0.703788757324219,6.26119613647461,64920.51171875,61209.64453125,0.667222917079926,2.56255054473877,-0.00499700009822845,439,27836.169921875,3,-0.249286631418363,0.968429747269302,"no",1,"1B","SP4b","SP",4,6,9,5,2,2,2,2,200,200,0,4.53,181.21,0,0,0
1004,4947265,340683,NA,"no",0,1002,500.953091616,198.268646240234,0.562374114990234,6.8674201965332,65699.5390625,60953.50390625,0.581744372844696,4.59011459350586,0.00334999989718199,337,27829.70703125,3,0.951202013275705,0.308568841492859,"yes",2,"2B","MW11","MW",3,6,75,NA,2.5,2,3,1,200,200,NA,7.62,304.67,0,NA,NA
1005,4935227,340361,NA,"no",0,1005,1314.91824841,228.931060791016,9.44502639770508,29.5731468200684,61540.65234375,54226.62109375,0.635461926460266,1.57678067684174,0.00052300002425909,2669,26082.7578125,1,0.85284338026144,0.522166801648899,"no",2,"2","TH1","TH",3,0,0.5,4,3,3,3,8,200,200,52,12.53,501.1,0,0,0
1006,4936446,340854,2015,"yes",5,1004,1314.91824841,202.466156005859,2.14012145996094,4.6457633972168,60515.0546875,54436.53515625,0.647701561450958,1.13949596881866,-0.00176699995063245,299,25835.43359375,3,0.618693046993493,0.785632810924994,"no",15,"15C","SP2","SP",4,0,0.5,13,2,1,2,2,200,200,80,1.74,69.7,0,0,0
1007,4979275,339006,NA,"no",0,1007,59.2283715798,11.6589622497559,-3.16565799713135,-5.1413779258728,18596.154296875,82600.4765625,0.681121587753296,0.166469812393188,-0.000110000000859145,7.27595761418343e-12,29592.60546875,3,-0.983116063773699,-0.182983073397809,"no",14,"14","WC10","WC",0,0,0,41,6,3,6,1,0,0,0,4.61,184.49,47,0,0
1009,4978681,338338,NA,"no",0,1011,41.1825205639,15.1164703369141,2.08975386619568,0.283647060394287,19345.03515625,82613.3828125,0.686937928199768,0.617355763912201,-0.00222099991515279,68,29764.654296875,3,0.732537170094351,-0.680727033714807,"no",1,"1","IH1","IH",4,0,0,0,2,3,2,2,200,200,0,5.61,224.31,0,0,0
