"Plot","NORTHING","EASTING","Dist_year","Dist_hist","Yrs_P_Dist","NEAR_FID","NEAR_DIST","dem","tpi200","tpi1000","dc","dac","hli","rugg","crv","d2w","wind","windExp","northness","eastness","Part_incomplete","ST.parent","ST","VT","FG","texture","bedrock","stones","humus_thick","MR","NR","drainage","micro_relief","MottDepth","GleyDepth","CoarseFrags","CarbonTonnesPerHa","CarbonTotalKg","O_dep","AhTOT","AhTOTupl"
1,4975725,474841,NA,"no",0,1,122.331516789,69.0204162597656,-11.7726364135742,-20.8262786865234,32982.9296875,22296.353515625,0.751809477806091,6.65973854064941,0.000491000013425946,780,29116.185546875,4,-0.777362619795894,0.629052746074656,"no",12,"12","SH3","SH",1,0,0.5,10,5.5,3.5,5,4,8,200,15,NA,NA,0,8,8
2,4975847,474850,NA,"no",0,2,82.1522975942,89.5009078979492,-1.2926197052002,-0.807731628417969,33995.6875,22398.00390625,0.678870677947998,3.64219307899475,0.00151299999561161,1624,29035.271484375,4,-0.430131028944577,0.90276646921509,"no",6,"6","SH3","SH",1,0,0.5,12,4,3,4,2,8,200,42,NA,NA,0,0,0
3,4975917,474807,NA,"no",0,1,82.1522975942,106.68726348877,4.59444808959961,15.6459732055664,35167.92578125,22484.005859375,0.719633221626282,8.7276086807251,0.00167599995620549,909,29449.9765625,3,-0.666283910522752,0.745698163185688,"no",5,"5","SH3","SH",1,0,0.5,8,4.5,3.5,3.5,2,39,200,20,5.02,200.89,0,0,0
4,4975749,474262,NA,"no",0,2,570.306058183,112.630386352539,0.994029998779297,16.8104915618896,35174.6484375,22654.12890625,0.711095035076141,1.55432903766632,0.00112699996680021,132,28982.435546875,3,-0.889072129652064,0.457767133241285,"no",6,"6","IH7","IH",1,0,0.5,8,4.5,3.5,4,2,28,200,10,26.01,1040.37,0,0,0
5,4973468,466987,2002,"yes",18,5,111.400179533,174.131546020508,0.794910430908203,12.6831245422363,37613.49609375,23973.935546875,0.68685507774353,0.857856750488281,-0.000369999994290993,181,29623.228515625,2,-0.599016817218419,0.800736443962379,"no",6,"6","MW1","MW",1,0,0,13,5,2.5,5,4,3,200,21,7.79,311.59,0,0,0
6,4973499,466880,2002,"yes",18,4,111.400179533,174.481170654297,2.28219985961914,12.4275245666504,37664.8359375,24055.623046875,0.7155442237854,1.25722217559814,0.00100799999199808,228,28839.857421875,3,-0.199541215202832,-0.979889434291123,"no",6,"6","TH8","TH",1,0,0.5,13,5,2.5,5,2,3,200,21,7.25,289.82,0,0,0
7,4973748,467081,2010,"yes",10,4,295.357410606,177.640472412109,1.93148803710938,17.261833190918,37936.34765625,24148.275390625,0.676767230033875,0.323418200016022,-7.89999976404943e-05,189,29015.3046875,2,0.060696457981031,0.998156270324721,"no",7,"7","WC2","WC",1,0,0,12,6,1.5,6,4,0,16,22,NA,NA,0,0,0
8,4973129,466377,NA,"no",0,5,624.426937279,164.989379882812,-1.67981338500977,4.4366340637207,37377.08203125,24051.509765625,0.656465530395508,2.24977421760559,-0.00326799997128546,299,28338.677734375,3,-0.101965360773101,0.994787949867916,"no",6,"6","SH5a","SH",1,0,0,12,5,2.5,6,2,0,16,22,5.31,212.37,0,0,0
9,4988164,479086,NA,"no",0,9,722.789734293,126.278327941895,3.52876091003418,14.1039276123047,47573.50390625,31938.9609375,0.734766900539398,1.98585641384125,0.000835000013466924,492,26563.21875,2,-0.998825285398353,-0.0484566739355851,"no",11,"11","TH3","TH",1,0,0.5,8,4,4,4,4,31,200,15,3.41,136.3,0,7,7
10,4987484,479331,2006,"yes",14,8,722.789734293,85.3587799072266,-1.21419715881348,3.48723030090332,45215.12109375,31217.248046875,0.722083210945129,1.52394449710846,0.000479000009363517,154,26406.853515625,3,-0.907873388629253,-0.419244451625585,"no",6,"6","MW3","MW",1,0,0.5,9,4.5,3.5,5,2,26,200,30,12.07,482.6,0,0,0
11,4979417,428136,NA,"no",0,13,150.711645204,172.068405151367,-0.846027374267578,-8.87227249145508,21847.1328125,40695.16796875,0.507688403129578,6.45356559753418,-0.00104200001806021,1747,26924.857421875,4,0.865062519203904,0.501664068743812,"no",2,"2L","TH8","TH",2,0,2,9,4,4,4,4,200,200,15,3.61,144.32,0,0,0
12,4979605,428227,NA,"no",0,13,71.1125867902,138.252105712891,-6.62969207763672,-38.2907180786133,21179.927734375,40881.4296875,0.657290101051331,1.26152265071869,0.000339999998686835,42,25390.869140625,4,0.980223146541664,0.197895383937976,"no",7,"7","WC5","WC",1,0,0,26,6,4,6,2,0,0,20,19.14,765.49,25,0,0
13,4979115,428069,NA,"no",0,10,309.342851865,226.84944152832,4.89932632446289,38.5164527893066,21306.375,40381.5859375,0.653765857219696,2.69909238815308,0.00257800007238984,834,27813.849609375,2,0.988554843422904,-0.15086192874651,"no",15,"15","TH1a","TH",3,0,0.5,7,3,4,2,4,200,200,0,5.91,236.52,0,0,0
14,4979534,428231,NA,"no",0,11,71.1125867902,144.436935424805,-5.01169586181641,-34.2370147705078,21411.66015625,40812.39453125,0.640323519706726,2.64850807189941,0.000255999999353662,10,25194.546875,4,0.999970797805931,0.00764222057847487,"no",2,"2L","MW4","MW",2,0,0,10,3.5,3.5,4,4,200,200,35,15.1,604.05,0,0,0
15,4993433,507757,2002,"yes",18,15,48.6004115209,174.147338867188,-4.2978630065918,1.23753356933594,47721.6328125,32076.775390625,0.685779273509979,0.239073440432549,-0.000731999985873699,9,28019.041015625,3,-0.663797232799828,-0.747912584281941,"no",14,"14","WC11","WC",0,0,0,53,7,2,7,2,0,0,20,15.89,635.48,53,0,0
16,4993462,507796,2002,"yes",18,14,48.6004115209,177.150360107422,-4.15183258056641,3.51602172851562,47971.859375,32099.845703125,0.748742580413818,3.03398108482361,-0.00285300007089972,317,27930.384765625,3,-0.703929041718879,-0.710270303634286,"no",2,"2","MW1","MW",3,0,9,9,3.5,3,3,2,200,200,85,21.55,861.98,0,0,0
17,4993533,507882,2007,"yes",13,15,111.521298414,193.715118408203,6.00415802001953,18.5188446044922,48350.59375,32154.447265625,0.746053874492645,2.31760430335999,0.000188999998499639,1448,27372.166015625,1.35429334640503,-0.191387752989265,-0.981514507282353,"no",2,"2L","TH8a","TH",2,0,2,5,3,3,3,4,200,200,61,1.84,73.8,0,0,0
18,5005612,504813,2018,"yes",2,18,121.078486941,132.461303710938,-4.41641235351562,-1.36740875244141,65133.57421875,44583.55859375,0.660853266716003,0.942344844341278,-0.00150799995753914,35,29569.77734375,3,0.947653257684032,0.319301273409365,"no",6,"6","MW7","MW",1,0,0,10,5.5,3,5.5,2,0,28,90,17.28,691.06,0,0,0
19,5005508,504875,2018,"yes",2,17,121.078486941,144.25325012207,3.35404968261719,8.47277450561523,65370.453125,44474.2578125,0.656967461109161,1.70910954475403,0.000245000002905726,697,27549.833984375,3,0.999987293791282,0.00504105703089481,"no",2,"2L","TH2","TH",2,0,2,11,3,3.5,3.5,4,200,200,100,34.97,1398.79,0,0,0
20,5005266,504790,2002,"yes",18,18,256.493664639,154.41796875,1.92684936523438,14.4980621337891,65768.03125,44253.1015625,0.662198126316071,0.921721279621124,0.000182000003405847,202,29367.33203125,2,0.241993731632887,0.970277812716745,"no",2,"2L","SH7","SH",2,0,2,5,2,3,3,6,200,200,75,17.19,687.69,0,0,0
21,4995884,447872,NA,"no",0,189,8383.70920297,180.994735717773,-2.57141876220703,21.4845428466797,38037.421875,51201.8046875,0.639463841915131,2.07116627693176,-0.000905000022612512,350,29904.869140625,3,0.977908053260408,0.209035497866843,"no",2,"2L","MW1","MW",2,0,2,6,3,4,3,4,200,200,9,27.16,1086.38,0,0,0
22,4995156,526374,2005,"yes",15,22,139.057542046,138.572845458984,-4.26087951660156,-1.88264465332031,36025.15234375,23424.4609375,0.685863018035889,0.213408708572388,-0.000437000009696931,4,28895.974609375,3,-0.960299049946848,-0.278972641438514,"no",14,"14","WC11","WC",0,0,0,81,7,2,7,2,0,0,NA,5.53,221.39,81,NA,NA
23,4995292,526403,2005,"yes",15,21,139.057542046,151.60026550293,0.0799560546875,10.6683769226074,36732.58984375,23529.703125,0.764035105705261,3.32311868667603,0.00440199999138713,685,29449.126953125,3,-0.239266653611225,-0.970953896160722,"no",2,"2","SH5","SH",3,0,2,12,3,3,3,7,200,200,50,10.15,405.89,0,0,0
24,4995230,524787,2010,"yes",10,24,44.2944691807,138.221130371094,-2.71814727783203,-2.69438934326172,36601.9765625,24201.783203125,0.663799703121185,1.3923317193985,-0.00119199999608099,29,29009.650390625,3,-0.004850795743942,0.999988234821116,"no",14,"14","WC5","WC",0,0,0,36,6,2,7,2,0,0,100,6.86,274.24,36,0,0
25,4995209,524748,2010,"yes",10,23,44.2944691807,142.491409301758,-0.663097381591797,1.02742385864258,36760.58984375,24203.234375,0.575345039367676,3.72505903244019,0.000251999997999519,333,28929.92578125,3,0.489099596721371,0.872227942963875,"no",2,"2","SH5","SH",3,0,2,10,3,2.5,3,2,200,200,85,7.3,291.91,0,0,0
26,4995124,524736,NA,"no",0,24,85.842879728,151.529449462891,6.22637176513672,9.82368469238281,36453.57421875,24128.94921875,0.668660581111908,1.646151304245,0.00188100000377744,484,28853.07421875,3,-0.16627346105947,0.986079680425119,"no",2,"2L","SH5","SH",2,0,0,8,3,2.5,3,4,200,200,40,36.73,1469.12,0,0,0
27,5005239,524648,NA,"no",0,28,193.15537787,192.055969238281,3.66024780273438,12.6114654541016,48435.1640625,33398.84375,0.641679286956787,2.38778948783875,-6.1999999161344e-05,936,30861.462890625,3,0.998425159512616,0.0560999184688105,"no",2,"2L","TH1","TH",2,0,2,6,3,4,3,4,200,200,50,12.53,501.1,0,0,0
28,5005120,524468,2009,"yes",11,26,215.779980536,175.518920898438,-4.1595458984375,-3.41319274902344,48254.234375,33349.76953125,0.843714416027069,6.28384351730347,0.000974000024143606,462,32823.66015625,3,-0.169708025910463,-0.985494386560154,"no",2,"2B","SH5","SH",3,0,28,14,3,3,3,1,200,200,100,26.96,1078.27,0,0,0
29,5005314,524826,NA,"no",0,26,193.15537787,176.177719116211,-7.90399932861328,-3.72284317016602,47849.140625,33402.27734375,0.613013923168182,2.18178367614746,-0.00106299994513392,151,31459.994140625,3,0.681625868991693,0.731700877901154,"no",2,"2L","SH5","SH",2,0,9,13,4.5,3.5,4.5,2,50,200,100,6.62,264.85,0,0,0
30,4970720,480516,NA,"no",0,34,54.7448627727,107.054061889648,36.4100036621094,51.8842163085938,22576.69140625,15077.9228515625,0.868027925491333,8.6454963684082,0.0142559995874763,2086,31419.720703125,3,-0.112158494044109,-0.993690330140008,"no",15,"15C","OW1","OW",4,37,0,8,1.5,1.5,2,1,200,200,40,6.25,250.09,0,0,0
31,4970817,480425,NA,"no",0,32,93.4344690144,64.1175003051758,6.10673713684082,11.6556730270386,21379.099609375,15208.1943359375,0.917463660240173,10.8496809005737,0.00308900000527501,1300,31968.873046875,4,-0.396922676688642,-0.917852051656651,"no",2,"2B","SH4","SH",3,0,28,15,2,3,2,2,200,200,100,15.57,623,0,0,0
32,4970727,480637,NA,"no",0,34,68.8839603972,95.3296661376953,4.38484573364258,36.1546096801758,22141.533203125,15031.8740234375,0.616853773593903,2.88766503334045,-0.00655800011008978,215,31858.9609375,2.64570665359497,0.453178366380943,0.891419860808755,"no",2,"2B","MW2","MW",3,0,28,10,2.5,2,4,2,200,200,74,2.91,116.35,0,0,0
33,4970826,480332,NA,"no",0,30,93.4344690144,30.0135612487793,-9.49408531188965,-20.0759582519531,19719.3671875,15258.919921875,0.896665275096893,9.99441146850586,-0.00364400004036725,1185,31535.638671875,4,-0.525043974069906,-0.851075099678565,"no",2,"2B","SH1","SH",3,0,28,11,3,3,4,2,200,200,100,NA,NA,0,0,0
34,4970918,480640,NA,"no",0,31,191.023558757,84.4817352294922,-2.22946166992188,24.8874282836914,22034.671875,15196.8662109375,0.684788048267365,0.654785215854645,-0.00263000000268221,3,31625.125,3,0.749913854573544,-0.661535494677837,"no",14,"14","WM3","WM",0,0,2,40,7.5,1,7,2,0,0,60,5.27,210.92,40,0,0
35,4970711,480570,NA,"no",0,29,54.7448627727,106.091835021973,24.1947078704834,49.039119720459,22361.86328125,15041.4619140625,0.582007229328156,5.79910373687744,-0.000531999976374209,1385,31172.861328125,1,0.0523283766341737,0.998629931956194,"no",15,"15B","OW2","OW",3,37,9,13,1.5,1.5,2,1,200,200,60,12.61,504.29,0,0,0
36,4994035,484725,2009,"yes",11,37,109.123782926,145.185729980469,-3.06247711181641,4.08315277099609,54548.4296875,36731.08203125,0.648712038993835,1.50604963302612,-0.000273999990895391,56,26821.388671875,3,0.968017257890793,0.250883615299186,"no",7,"7","WM2","WM",1,0,0.5,11,5.5,3,6,1,0,24,60,18.35,733.88,0,0,0
37,4993873,484628,2009,"yes",11,35,188.820020125,152.564163208008,0.657218933105469,9.50724029541016,54219.671875,36581.28125,0.693941950798035,1.77026510238647,-0.00217500003054738,140,26928.857421875,3,0.786872836782684,-0.617115174609709,"no",2,"2L","SH5","SH",2,0,0,14,4,3.5,4,4,200,200,70,22.43,897.05,0,0,0
38,4994107,484807,NA,"no",0,35,109.123782926,142.832214355469,-2.95320129394531,3.11484909057617,54766.88671875,36803.375,0.682613432407379,0.0907018482685089,0.000291000003926456,15,26892.91015625,3,-0.782744082444426,-0.622343716444726,"no",14,"14","OR","OR",0,0,0,40,7.5,1.5,7,4,0,0,NA,2.23,89.38,40,NA,NA
39,4994037,485006,NA,"no",0,37,210.952601311,149.652954101562,2.0550422668457,9.91679763793945,54490.08203125,36715.9921875,0.658928573131561,1.1040997505188,0.00031999999191612,74,26834.7734375,3,0.971613833688233,0.236572522042722,"no",2,"2L","TH9","TH",2,17,9,8,3,4,3,4,200,200,85,7.28,291,0,0,0
40,5003114,523359,2005,"yes",15,77,993.098685932,198.3212890625,3.15856552124023,17.5678100585938,47487.33984375,31907.701171875,0.639264822006226,1.61196351051331,-0.000824999995529652,878,28892.701171875,2.66926598548889,0.91774915480499,0.397160532851297,"no",2,"2L","MW1","MW",2,0,2,8,4,3.5,3,4,200,200,27,18.44,737.68,0,0,0
41,5004021,521445,2003,"yes",17,41,154.149278299,177.120971679688,1.66899490356445,8.48170471191406,49326.01953125,33545.9296875,0.742804527282715,2.71575808525085,0.00176999997347593,1170,30378.890625,3,-0.717225276088691,-0.696841376024344,"no",2,"2","SH5","SH",3,0,2,6,2.5,3,3,2,200,200,28,10.6,424.11,0,0,0
42,5003870,521476,2005,"yes",15,40,154.149278299,165.224411010742,-4.18349075317383,-2.53877258300781,48481.66796875,33398.16015625,0.71149343252182,1.34601616859436,0.00148700003046542,186,29916.439453125,3,-0.995527698492541,-0.0944701092099728,"no",2,"2L","SH5","SH",2,0,2,7,3,2.5,4,2,68,200,40,29.93,1197.17,0,0,0
43,5004253,521619,NA,"no",0,43,123.357204897,176.845474243164,2.29154205322266,7.0987434387207,49735.5625,33673.59375,0.529135167598724,5.07105207443237,-0.00196900009177625,1255,29917.7421875,3,0.651440013728117,0.758700144005463,"no",2,"2","TH2","TH",3,0,2,5,3,4,3,4,200,200,100,6.21,248.54,0,0,0
44,5004277,521740,NA,"no",0,42,123.357204897,163.360443115234,-3.19036102294922,-6.12613677978516,48998.87890625,33648.57421875,0.662058532238007,0.773413002490997,0.00188999995589256,287,30178.404296875,3,0.511686638107177,0.85917215060928,"no",4,"4","WC1","WC",3,0,2,19,6,2,6,2,0,27,36,NA,NA,0,0,0
45,4960208,448711,2006,"yes",14,46,59.6154342432,46.8417129516602,-3.01539993286133,-0.0853652954101562,13280.40234375,20288.6484375,0.632390856742859,2.01963567733765,0.000302000000374392,592,28904.775390625,3,0.352819511659645,0.935691397947127,"no",6,"6","MW2","MW",1,0,2,12,5,3,5.5,4,4,29,13,10.23,409.08,0,0,0
46,4960585,448404,NA,"no",0,48,129.849913362,71.4550628662109,9.22568416595459,23.2060165405273,14477.1337890625,20762.548828125,0.61284738779068,2.24598026275635,0.000631999981123954,880,29442.341796875,2,0.812212603135311,0.583361540820237,"no",5,"5","TH8","TH",1,0,2,8,3,3.5,3,4,45,200,11,3.71,148.32,0,0,0
47,4960231,448766,NA,"no",0,44,59.6154342432,41.7284622192383,-5.17832374572754,-4.71891593933105,13133.30078125,20262.396484375,0.668779909610748,0.999316275119781,-0.00142200000118464,54,28994.037109375,3,0.0133938350480684,0.999910298568179,"no",7,"7","WD3","WD",1,0,0.5,22,6,4,6,2,0,0,1,4.57,182.85,21,0,0
48,4960219,448528,NA,"no",0,44,183.330303005,64.431884765625,4.75439262390137,16.4196014404297,13644.8046875,20442.990234375,0.734356939792633,2.26829266548157,0.00251700007356703,690,29110.916015625,2.11717677116394,-0.661166742447361,-0.750238987710946,"no",6,"6","SH3","SH",1,0,0.5,10,4,3.5,4,4,23,200,24,10.54,421.56,0,0,0
49,4960475,448335,NA,"no",0,45,129.849913362,66.2544097900391,-1.63007354736328,17.7854995727539,14320.55078125,20747.6484375,0.683183372020721,0.464970350265503,6.70000008540228e-05,47,29427.6875,3,-0.549565084889107,0.835450906679039,"no",7,"7","WC1","WC",1,0,2,17,5.5,2.5,6,2,15,15,100,0.1,4.1,0,0,0
50,4987943,437242,NA,"no",0,50,81.8352002503,158.751327514648,-6.57959747314453,-12.7749366760254,24183.439453125,48803.875,0.722026228904724,3.6857430934906,-0.00812599994242191,269,28620.36328125,4,-0.760158925912636,0.649737183294405,"no",2,"2L","SH5","SH",2,0,0,14,3,3,3.5,4,200,200,50,7.38,295.19,0,0,0
51,4987987,437173,2003,"yes",17,49,81.8352002503,167.625991821289,2.57497787475586,-2.71577835083008,24357.720703125,48884.44921875,0.709987640380859,1.63161551952362,-0.000676000025123358,833,30242.056640625,3,-0.860841868305164,0.508872555531219,"no",2,"2L","SH5","SH",2,0,0,16,4,3,3,2,200,200,7,15.27,610.88,0,0,0
52,4988081,437123,2003,"yes",17,50,106.470653234,172.114074707031,4.37071990966797,2.31808090209961,24177.251953125,48987.02734375,0.688132405281067,0.46960923075676,0.00109000003430992,427,30084.494140625,3,0.20455163022661,-0.978855776185458,"no",2,"2L","SH5a","SH",2,0,0,16,2,3,2.5,4,200,200,10,13.94,557.58,0,0,0
53,4989228,434871,2009,"yes",11,54,515.45901874,122.710777282715,0.607429504394531,-6.31412696838379,19947.158203125,51212.35546875,0.735363781452179,2.39335465431213,0.00216099992394447,286,28912.125,3,-0.733185669055851,-0.680028510204627,"no",2,"2L","TH8","TH",2,0,2,7,4,3.5,4,2,200,200,17,4.59,183.67,0,0,0
54,4989372,434235,2009,"yes",11,54,270.632592272,104.276489257812,-2.56684494018555,-16.6825389862061,18315.474609375,51348.06640625,0.734437704086304,1.95081341266632,0.000410000007832423,110,28288.125,4,-0.460272984900733,-0.887777437971122,"no",2,"2","SH1","SH",3,0,2,3,4.5,3.5,3,4,200,200,100,4.61,184.49,0,3,3
55,4989531,434454,2009,"yes",11,55,222.441003414,127.386840820312,0.80817985534668,4.83890724182129,19810.341796875,51544.8671875,0.743580341339111,2.26970195770264,-0.000237999993260019,171,27729.1953125,3,-0.940290066874277,-0.34037419135059,"no",2,"2L","MW2","MW",2,0,0,11,3.5,3,4,2,200,200,27,22.04,881.47,0,0,0
56,4989717,434576,2009,"yes",11,56,78.6002544525,137.016952514648,1.01949310302734,16.4848232269287,19441.669921875,51753.5,0.679181635379791,0.214475706219673,-0.000146999998833053,115,28354.818359375,3,0.020892310157654,0.999781731867649,"no",14,"14","WC1","WC",0,0,0,75,7,2,7,2,0,0,NA,1.23,49.2,75,0,0
57,4989780,434623,2009,"yes",11,55,78.6002544525,135.975433349609,-1.66164398193359,15.6056480407715,19511.037109375,51805.765625,0.681746423244476,0.0366343669593334,7.20000025467016e-05,3,28025.37109375,3,-0.437103042980389,-0.899411435227107,"no",2,"2L","MW2","MW",2,0,0,8,2.5,3,3,2,200,200,12,15.27,610.88,0,0,0
58,4981704,424310,NA,"no",0,58,266.443239734,152.783462524414,-1.82202911376953,16.1021690368652,12906.9404296875,42869.96875,0.606021881103516,3.03550314903259,-0.00599899981170893,557,28713.419921875,3,0.884528778199506,0.466485627363684,"no",11,"11","TH3","TH",1,0,0.5,5,3,4,3,7,45,200,86,11.93,477.04,0,5,5
59,4981668,424046,NA,"no",0,57,266.443239734,157.149063110352,-1.1470832824707,29.6352481842041,12815.1875,42845.8125,0.667277872562408,1.95981085300446,-0.000304999994114041,253,28683.65625,2,0.973956141036448,-0.2267364887648,"no",12,"12","MW6","MW",1,0,0,3,4,4,4.5,4,6,200,1,9.92,396.69,0,6,6
60,4982004,423519,NA,"no",0,60,94.3663075467,74.364387512207,-5.57079887390137,-17.2637786865234,8404.1396484375,43191.625,0.728855848312378,1.95068752765656,-0.000315000012051314,445,27579.56640625,3.21355724334717,0.1786694195045,-0.983909161728828,"no",2,"2L","MW3","MW",2,0,0,6,4,3.5,4,4,200,200,100,20.85,834.01,0,0,0
61,4982025,423427,NA,"no",0,59,94.3663075467,68.7638778686523,-3.6489143371582,-17.2004795074463,8038.97314453125,43215.38671875,0.675139605998993,0.650104820728302,-0.00023999999393709,23,27759.56640625,3,0.989052441572578,-0.147564453102099,"no",13,"13","WC8","WC",1,0,0,6,6,4.5,6,4,10,10,2,5.51,220.57,0,10,10
62,4969740,470883,NA,"no",0,62,88.2553114549,113.351600646973,0.136865615844727,13.7047538757324,30789.544921875,18717.68359375,0.620702683925629,6.37764692306519,-0.0167539995163679,797,30094.12890625,3,0.999252422957446,-0.0386599950035405,"no",7,"7","WC11","WC",1,0,2,23,6,2.5,6,1,0,5,84,2.56,102.5,0,0,0
63,4969710,470800,NA,"no",0,61,88.2553114549,119.697189331055,3.35828971862793,18.6755847930908,30750.83984375,18733.984375,0.676199078559875,2.96960783004761,0.0045460001565516,381,30005.90234375,2,-0.203145805961968,0.979148498196296,"no",15,"15","OW2","OW",3,70,2,14,1.5,1,2,1,200,200,26,NA,NA,0,0,0
64,5001601,533039,2004,"yes",16,64,257.939915484,208.107681274414,4.71510314941406,35.0384407043457,43150.06640625,27853.71875,0.675534784793854,1.07840645313263,-0.000511999998707324,1301,29254.11328125,1,-0.270733581687862,0.96265431373181,"no",2,"2L","MW2","MW",2,0,2,7,3,4,3,4,200,200,65,22.16,886.4,0,0,0
65,5001344,533017,2005,"yes",15,63,257.939915484,190.853393554688,0.314525604248047,17.3863258361816,42193.12109375,27599.041015625,0.773558437824249,3.66219735145569,-0.00347099988721311,939,28838.189453125,3,-0.999998418068585,0.00177872435412357,"no",2,"2L","MW1","MW",2,0,2,9,3,4,4,2,200,200,50,3.61,144.32,0,0,0
66,5001444,532254,2010,"yes",10,66,46.0434577329,180.937133789062,-4.38598251342773,8.64248275756836,42369.19140625,27798.33203125,0.681805014610291,0.244596004486084,-3.40000005962793e-05,5,28305.701171875,3,-0.595656843099844,0.803239021256019,"no",14,"14","WC5","WC",0,0,0,70,7,3,7,2,0,0,NA,2.77,110.7,70,NA,NA
67,5001406,532228,NA,"no",0,65,46.0434577329,182.332183837891,-2.94352340698242,10.6496849060059,42431.328125,27773.01953125,0.632730603218079,1.51878535747528,0.00012300000526011,122,28774.1640625,3,0.652977970337265,0.757376901056683,"no",3,"3B","MW1","MW",3,0,28,11,5,2.5,5,4,14,35,100,30.91,1236.32,0,0,0
68,5000397,529428,NA,"no",0,68,113.648581161,179.057891845703,1.40629577636719,8.29179763793945,39939.875,27339.3984375,0.660143852233887,1.39428126811981,0.000452999986009672,604,28672.466796875,3,0.0136912828608817,0.999906269994155,"no",2,"2L","SH5","SH",2,0,0,10,4,3,3.5,4,200,200,14,11.46,458.55,0,0,0
69,5000497,529482,NA,"no",0,81,96.3846460802,175.226272583008,-0.186557769775391,3.71439743041992,39862.69921875,27421.267578125,0.663347959518433,0.862307071685791,-9.99999974737875e-06,451,28628.93359375,3,0.969917294326912,0.243434677409696,"no",4,"4","WC5","WC",3,0,0.5,14,6,1.5,6,4,0,16,75,1.84,73.8,0,0,0
70,4986866,482405,NA,"no",0,71,146.9965986,121.341896057129,-0.994789123535156,26.5055446624756,44228.17578125,29960.140625,0.679634094238281,0.116417698562145,-2.30000005103648e-05,3,28706.123046875,2,0.992326225921329,0.123647326492454,"no",7,"7","WC5","WC",1,0,0,30,7,2.5,7,4,0,0,0,7.17,286.99,30,0,0
71,4986603,482772,NA,"no",0,72,140.071410359,104.473289489746,-1.42144584655762,12.7872428894043,43109.24609375,29632.115234375,0.690037369728088,0.48491171002388,0.000522000016644597,21,28133.216796875,3,-0.884663906176046,0.466229313867478,"no",13,"13","WM1","WM",1,0,0,15,6,3.5,6,2,0,0,0,16.71,668.28,14,8,8
72,4986744,482323,NA,"no",0,69,146.9965986,123.086120605469,2.54864692687988,29.0994853973389,44141.30859375,29845.697265625,0.708178758621216,1.11369502544403,-1.59999999596039e-05,555,28335.17578125,2,-0.973393173730486,0.22914128684044,"no",12,"12","TH3","TH",1,0,0.5,2,4.5,3.5,4.5,2,18,200,6,6.52,260.66,0,4,4
73,4986627,482634,2006,"yes",14,70,140.071410359,114.032821655273,2.46018409729004,19.7932167053223,43489.1640625,29685.310546875,0.677071094512939,1.27642726898193,0.000250000011874363,549,28256.009765625,2.88282322883606,-0.333671544904194,0.942689397480023,"no",6,"6","SH5","SH",1,0,0.5,13,4.5,3,5.5,4,16,200,6,10.97,438.69,0,0,0
74,4999032,522478,NA,"no",0,74,73.2393336944,149.559097290039,-6.35871505737305,-2.3486213684082,42089.8203125,28643.927734375,0.685379922389984,0.288300842046738,6.29999994998798e-05,6,28242.375,3,0.280427243231577,-0.959875284218496,"no",14,"14","WC6","WC",0,0,0,100,7,3,7,1,0,0,NA,13.84,553.48,138,NA,NA
75,4998990,522538,NA,"no",0,73,73.2393336944,153.020431518555,-2.55916213989258,1.61146545410156,42047.109375,28579.974609375,0.690731287002563,2.84084510803223,-0.00209300010465086,52,28360.595703125,3,0.855607415048549,-0.517625300109974,"no",8,"8B","SH3","SH",2,0,9,16,3.5,4,4,2,200,200,100,11.11,444.25,0,5,5
76,4998878,522517,NA,"no",0,74,113.951744173,162.110290527344,1.3629264831543,9.71219635009766,42057.5078125,28493.25390625,0.655620634555817,1.29941987991333,0.000875999976415187,735,28988.78515625,3,0.93946683184535,0.342639857375729,"no",2,"2","SH5","SH",3,0,2,13,3,3,3,4,200,200,100,14.81,592.55,0,0,0
77,5004064,522907,2005,"yes",15,77,87.595661993,170.602386474609,1.77571868896484,-1.42878723144531,49033.18359375,32962.6171875,0.699948132038116,1.85158503055573,-0.00315800006501377,323,28855.654296875,3,0.545532131750656,-0.838089907603942,"no",2,"2","SH4","SH",3,0,0.5,29,3,3,3,2,200,200,75,13.22,528.88,0,0,0
78,5004036,522990,2005,"yes",15,76,87.595661993,167.260467529297,-1.70284652709961,-5.51834869384766,48934.265625,32907.88671875,0.716363191604614,1.41673755645752,-0.00350000010803342,184,28517.6875,3,-0.961447636001934,-0.27498807833485,"no",3,"3C","SH5a","SH",4,0,0.5,23,5,2,4,2,15,200,100,7.07,282.89,0,0,0
79,4976073,439479,2016,"yes",4,79,120.332871652,155.105361938477,-0.871929168701172,-2.61341094970703,36862.4921875,38005.37890625,0.636889755725861,2.60742330551147,0.000534999999217689,825,28452.021484375,3,0.0802539802522023,0.996774447231508,"no",7,"7","WC5","WC",1,0,0,13,6,3,6,2,15,15,60,7.17,286.99,0,0,0
80,4976041,439363,2017,"yes",3,80,83.3846508657,169.676467895508,10.0803260803223,10.3576736450195,37266.6484375,38061.89453125,0.6856489777565,0.997238755226135,-0.0018250000430271,1828,28042.49609375,3,-0.521135126448369,0.853474182375567,"no",2,"2L","TH9","TH",2,0,28,9,3,3,4,4,200,200,43,5.29,211.55,0,0,0
